Zeitstempel,Zeitstempel,Pegelstand [cm]
1975-08-11,1975-08-11,704.0
1975-08-12,1975-08-12,702.0
1975-08-13,1975-08-13,702.0
1975-08-14,1975-08-14,702.0
1975-08-15,1975-08-15,702.0
1975-08-16,1975-08-16,702.0
1975-08-17,1975-08-17,702.0
1975-08-18,1975-08-18,700.0
1975-08-19,1975-08-19,700.0
1975-08-20,1975-08-20,700.0
1975-08-21,1975-08-21,700.0
1975-08-22,1975-08-22,700.0
1975-08-23,1975-08-23,700.0
1975-08-24,1975-08-24,700.0
1975-08-25,1975-08-25,702.0
1975-08-26,1975-08-26,700.0
1975-08-27,1975-08-27,700.0
1975-08-28,1975-08-28,700.0
1975-08-29,1975-08-29,700.0
1975-08-30,1975-08-30,700.0
1975-08-31,1975-08-31,700.0
1975-09-01,1975-09-01,700.0
1975-09-02,1975-09-02,700.0
1975-09-03,1975-09-03,700.0
1975-09-04,1975-09-04,700.0
1975-09-05,1975-09-05,700.0
1975-09-06,1975-09-06,700.0
1975-09-07,1975-09-07,700.0
1975-09-08,1975-09-08,700.0
1975-09-09,1975-09-09,700.0
1975-09-10,1975-09-10,700.0
1975-09-11,1975-09-11,702.0
1975-09-12,1975-09-12,700.0
1975-09-13,1975-09-13,700.0
1975-09-14,1975-09-14,700.0
1975-09-15,1975-09-15,698.0
1975-09-16,1975-09-16,700.0
1975-09-17,1975-09-17,700.0
1975-09-18,1975-09-18,702.0
1975-09-19,1975-09-19,700.0
1975-09-20,1975-09-20,700.0
1975-09-21,1975-09-21,698.0
1975-09-22,1975-09-22,700.0
1975-09-23,1975-09-23,702.0
1975-09-24,1975-09-24,702.0
1975-09-25,1975-09-25,698.0
1975-09-26,1975-09-26,700.0
1975-09-27,1975-09-27,700.0
1975-09-28,1975-09-28,700.0
1975-09-29,1975-09-29,700.0
1975-09-30,1975-09-30,700.0
1975-10-01,1975-10-01,700.0
1975-10-02,1975-10-02,700.0
1975-10-03,1975-10-03,700.0
1975-10-04,1975-10-04,700.0
1975-10-05,1975-10-05,700.0
1975-10-06,1975-10-06,700.0
1975-10-07,1975-10-07,700.0
1975-10-08,1975-10-08,702.0
1975-10-09,1975-10-09,702.0
1975-10-10,1975-10-10,702.0
1975-10-11,1975-10-11,702.0
1975-10-12,1975-10-12,702.0
1975-10-13,1975-10-13,702.0
1975-10-14,1975-10-14,702.0
1975-10-15,1975-10-15,702.0
1975-10-16,1975-10-16,702.0
1975-10-17,1975-10-17,702.0
1975-10-18,1975-10-18,704.0
1975-10-19,1975-10-19,704.0
1975-10-20,1975-10-20,704.0
1975-10-21,1975-10-21,704.0
1975-10-22,1975-10-22,704.0
1975-10-23,1975-10-23,700.0
1975-10-24,1975-10-24,700.0
1975-10-25,1975-10-25,700.0
1975-10-26,1975-10-26,702.0
1975-10-27,1975-10-27,702.0
1975-10-28,1975-10-28,700.0
1975-10-29,1975-10-29,698.0
1975-10-30,1975-10-30,698.0
1975-10-31,1975-10-31,698.0
1975-11-01,1975-11-01,698.0
1975-11-02,1975-11-02,698.0
1975-11-03,1975-11-03,698.0
1975-11-04,1975-11-04,698.0
1975-11-05,1975-11-05,696.0
1975-11-06,1975-11-06,696.0
1975-11-07,1975-11-07,696.0
1975-11-08,1975-11-08,696.0
1975-11-09,1975-11-09,696.0
1975-11-10,1975-11-10,696.0
1975-11-11,1975-11-11,694.0
1975-11-12,1975-11-12,692.0
1975-11-13,1975-11-13,692.0
1975-11-14,1975-11-14,692.0
1975-11-15,1975-11-15,692.0
1975-11-16,1975-11-16,690.0
1975-11-17,1975-11-17,690.0
1975-11-18,1975-11-18,690.0
1975-11-19,1975-11-19,690.0
1975-11-20,1975-11-20,690.0
1975-11-21,1975-11-21,688.0
1975-11-22,1975-11-22,688.0
1975-11-23,1975-11-23,688.0
1975-11-24,1975-11-24,688.0
1975-11-25,1975-11-25,688.0
1975-11-26,1975-11-26,688.0
1975-11-27,1975-11-27,686.0
1975-11-28,1975-11-28,688.0
1975-11-29,1975-11-29,688.0
1975-11-30,1975-11-30,688.0
1975-12-01,1975-12-01,688.0
1975-12-02,1975-12-02,686.0
1975-12-03,1975-12-03,686.0
1975-12-04,1975-12-04,686.0
1975-12-05,1975-12-05,686.0
1975-12-06,1975-12-06,686.0
1975-12-07,1975-12-07,686.0
1975-12-08,1975-12-08,686.0
1975-12-09,1975-12-09,686.0
1975-12-10,1975-12-10,688.0
1975-12-11,1975-12-11,688.0
1975-12-12,1975-12-12,688.0
1975-12-13,1975-12-13,688.0
1975-12-14,1975-12-14,688.0
1975-12-15,1975-12-15,688.0
1975-12-16,1975-12-16,690.0
1975-12-17,1975-12-17,690.0
1975-12-18,1975-12-18,692.0
1975-12-19,1975-12-19,692.0
1975-12-20,1975-12-20,692.0
1975-12-21,1975-12-21,692.0
1975-12-22,1975-12-22,692.0
1975-12-23,1975-12-23,692.0
1975-12-24,1975-12-24,694.0
1975-12-25,1975-12-25,692.0
1975-12-26,1975-12-26,692.0
1975-12-27,1975-12-27,692.0
1975-12-28,1975-12-28,692.0
1975-12-29,1975-12-29,694.0
1975-12-30,1975-12-30,694.0
1975-12-31,1975-12-31,696.0
1976-01-01,1976-01-01,696.0
1976-01-02,1976-01-02,696.0
1976-01-03,1976-01-03,696.0
1976-01-04,1976-01-04,694.0
1976-01-05,1976-01-05,696.0
1976-01-06,1976-01-06,696.0
1976-01-07,1976-01-07,696.0
1976-01-08,1976-01-08,696.0
1976-01-09,1976-01-09,696.0
1976-01-10,1976-01-10,698.0
1976-01-11,1976-01-11,698.0
1976-01-12,1976-01-12,696.0
1976-01-13,1976-01-13,696.0
1976-01-14,1976-01-14,698.0
1976-01-15,1976-01-15,700.0
1976-01-16,1976-01-16,696.0
1976-01-17,1976-01-17,698.0
1976-01-18,1976-01-18,698.0
1976-01-19,1976-01-19,698.0
1976-01-20,1976-01-20,698.0
1976-01-21,1976-01-21,698.0
1976-01-22,1976-01-22,698.0
1976-01-23,1976-01-23,698.0
1976-01-24,1976-01-24,700.0
1976-01-25,1976-01-25,698.0
1976-01-26,1976-01-26,698.0
1976-01-27,1976-01-27,698.0
1976-01-28,1976-01-28,698.0
1976-01-29,1976-01-29,698.0
1976-01-30,1976-01-30,698.0
1976-01-31,1976-01-31,698.0
1976-02-01,1976-02-01,698.0
1976-02-02,1976-02-02,696.0
1976-02-03,1976-02-03,696.0
1976-02-04,1976-02-04,696.0
1976-02-05,1976-02-05,696.0
1976-02-06,1976-02-06,696.0
1976-02-07,1976-02-07,696.0
1976-02-08,1976-02-08,696.0
1976-02-09,1976-02-09,696.0
1976-02-10,1976-02-10,698.0
1976-02-11,1976-02-11,698.0
1976-02-12,1976-02-12,698.0
1976-02-13,1976-02-13,698.0
1976-02-14,1976-02-14,696.0
1976-02-15,1976-02-15,696.0
1976-02-16,1976-02-16,696.0
1976-02-17,1976-02-17,696.0
1976-02-18,1976-02-18,696.0
1976-02-19,1976-02-19,696.0
1976-02-20,1976-02-20,696.0
1976-02-21,1976-02-21,696.0
1976-02-22,1976-02-22,696.0
1976-02-23,1976-02-23,696.0
1976-02-24,1976-02-24,696.0
1976-02-25,1976-02-25,696.0
1976-02-26,1976-02-26,694.0
1976-02-27,1976-02-27,694.0
1976-02-28,1976-02-28,694.0
1976-02-29,1976-02-29,694.0
1976-03-01,1976-03-01,694.0
1976-03-02,1976-03-02,694.0
1976-03-03,1976-03-03,694.0
1976-03-04,1976-03-04,694.0
1976-03-05,1976-03-05,694.0
1976-03-06,1976-03-06,694.0
1976-03-07,1976-03-07,694.0
1976-03-08,1976-03-08,694.0
1976-03-09,1976-03-09,694.0
1976-03-10,1976-03-10,694.0
1976-03-11,1976-03-11,696.0
1976-03-12,1976-03-12,692.0
1976-03-13,1976-03-13,694.0
1976-03-14,1976-03-14,692.0
1976-03-15,1976-03-15,692.0
1976-03-16,1976-03-16,692.0
1976-03-17,1976-03-17,692.0
1976-03-18,1976-03-18,692.0
1976-03-19,1976-03-19,692.0
1976-03-20,1976-03-20,694.0
1976-03-21,1976-03-21,692.0
1976-03-22,1976-03-22,694.0
1976-03-23,1976-03-23,694.0
1976-03-24,1976-03-24,696.0
1976-03-25,1976-03-25,688.0
1976-03-26,1976-03-26,692.0
1976-03-27,1976-03-27,694.0
1976-03-28,1976-03-28,692.0
1976-03-29,1976-03-29,694.0
1976-03-30,1976-03-30,694.0
1976-03-31,1976-03-31,694.0
1976-04-01,1976-04-01,694.0
1976-04-02,1976-04-02,692.0
1976-04-03,1976-04-03,692.0
1976-04-04,1976-04-04,690.0
1976-04-05,1976-04-05,690.0
1976-04-06,1976-04-06,690.0
1976-04-07,1976-04-07,692.0
1976-04-08,1976-04-08,690.0
1976-04-09,1976-04-09,690.0
1976-04-10,1976-04-10,690.0
1976-04-11,1976-04-11,690.0
1976-04-12,1976-04-12,690.0
1976-04-13,1976-04-13,690.0
1976-04-14,1976-04-14,690.0
1976-04-15,1976-04-15,690.0
1976-04-16,1976-04-16,690.0
1976-04-17,1976-04-17,690.0
1976-04-18,1976-04-18,688.0
1976-04-19,1976-04-19,690.0
1976-04-20,1976-04-20,690.0
1976-04-21,1976-04-21,688.0
1976-04-22,1976-04-22,688.0
1976-04-23,1976-04-23,688.0
1976-04-24,1976-04-24,688.0
1976-04-25,1976-04-25,686.0
1976-04-26,1976-04-26,686.0
1976-04-27,1976-04-27,686.0
1976-04-28,1976-04-28,686.0
1976-04-29,1976-04-29,686.0
1976-04-30,1976-04-30,684.0
1976-05-01,1976-05-01,684.0
1976-05-02,1976-05-02,684.0
1976-05-03,1976-05-03,682.0
1976-05-04,1976-05-04,684.0
1976-05-05,1976-05-05,682.0
1976-05-06,1976-05-06,682.0
1976-05-07,1976-05-07,682.0
1976-05-08,1976-05-08,682.0
1976-05-09,1976-05-09,680.0
1976-05-10,1976-05-10,680.0
1976-05-11,1976-05-11,680.0
1976-05-12,1976-05-12,680.0
1976-05-13,1976-05-13,680.0
1976-05-14,1976-05-14,680.0
1976-05-15,1976-05-15,680.0
1976-05-16,1976-05-16,680.0
1976-05-17,1976-05-17,680.0
1976-05-18,1976-05-18,678.0
1976-05-19,1976-05-19,680.0
1976-05-20,1976-05-20,680.0
1976-05-21,1976-05-21,680.0
1976-05-22,1976-05-22,680.0
1976-05-23,1976-05-23,678.0
1976-05-24,1976-05-24,678.0
1976-05-25,1976-05-25,680.0
1976-05-26,1976-05-26,680.0
1976-05-27,1976-05-27,680.0
1976-05-28,1976-05-28,680.0
1976-05-29,1976-05-29,680.0
1976-05-30,1976-05-30,680.0
1976-05-31,1976-05-31,680.0
1976-06-01,1976-06-01,680.0
1976-06-02,1976-06-02,680.0
1976-06-03,1976-06-03,680.0
1976-06-04,1976-06-04,680.0
1976-06-05,1976-06-05,682.0
1976-06-06,1976-06-06,682.0
1976-06-07,1976-06-07,682.0
1976-06-08,1976-06-08,682.0
1976-06-09,1976-06-09,682.0
1976-06-10,1976-06-10,684.0
1976-06-11,1976-06-11,684.0
1976-06-12,1976-06-12,684.0
1976-06-13,1976-06-13,684.0
1976-06-14,1976-06-14,684.0
1976-06-15,1976-06-15,684.0
1976-06-16,1976-06-16,684.0
1976-06-17,1976-06-17,686.0
1976-06-18,1976-06-18,686.0
1976-06-19,1976-06-19,686.0
1976-06-20,1976-06-20,686.0
1976-06-21,1976-06-21,688.0
1976-06-22,1976-06-22,688.0
1976-06-23,1976-06-23,688.0
1976-06-24,1976-06-24,688.0
1976-06-25,1976-06-25,688.0
1976-06-26,1976-06-26,690.0
1976-06-27,1976-06-27,690.0
1976-06-28,1976-06-28,690.0
1976-06-29,1976-06-29,690.0
1976-06-30,1976-06-30,692.0
1976-07-01,1976-07-01,692.0
1976-07-02,1976-07-02,692.0
1976-07-03,1976-07-03,692.0
1976-07-04,1976-07-04,692.0
1976-07-05,1976-07-05,694.0
1976-07-06,1976-07-06,694.0
1976-07-07,1976-07-07,694.0
1976-07-08,1976-07-08,696.0
1976-07-09,1976-07-09,696.0
1976-07-10,1976-07-10,696.0
1976-07-11,1976-07-11,698.0
1976-07-12,1976-07-12,698.0
1976-07-13,1976-07-13,698.0
1976-07-14,1976-07-14,698.0
1976-07-15,1976-07-15,700.0
1976-07-16,1976-07-16,700.0
1976-07-17,1976-07-17,700.0
1976-07-18,1976-07-18,700.0
1976-07-19,1976-07-19,700.0
1976-07-20,1976-07-20,702.0
1976-07-21,1976-07-21,702.0
1976-07-22,1976-07-22,700.0
1976-07-23,1976-07-23,700.0
1976-07-24,1976-07-24,702.0
1976-07-25,1976-07-25,702.0
1976-07-26,1976-07-26,702.0
1976-07-27,1976-07-27,702.0
1976-07-28,1976-07-28,700.0
1976-07-29,1976-07-29,702.0
1976-07-30,1976-07-30,702.0
1976-07-31,1976-07-31,700.0
1976-08-01,1976-08-01,700.0
1976-08-02,1976-08-02,702.0
1976-08-03,1976-08-03,700.0
1976-08-04,1976-08-04,700.0
1976-08-05,1976-08-05,700.0
1976-08-06,1976-08-06,700.0
1976-08-07,1976-08-07,700.0
1976-08-08,1976-08-08,700.0
1976-08-09,1976-08-09,700.0
1976-08-10,1976-08-10,700.0
1976-08-11,1976-08-11,700.0
1976-08-12,1976-08-12,700.0
1976-08-13,1976-08-13,698.0
1976-08-14,1976-08-14,698.0
1976-08-15,1976-08-15,698.0
1976-08-16,1976-08-16,698.0
1976-08-17,1976-08-17,698.0
1976-08-18,1976-08-18,698.0
1976-08-19,1976-08-19,698.0
1976-08-20,1976-08-20,698.0
1976-08-21,1976-08-21,698.0
1976-08-22,1976-08-22,698.0
1976-08-23,1976-08-23,698.0
1976-08-24,1976-08-24,698.0
1976-08-25,1976-08-25,698.0
1976-08-26,1976-08-26,698.0
1976-08-27,1976-08-27,696.0
1976-08-28,1976-08-28,698.0
1976-08-29,1976-08-29,698.0
1976-08-30,1976-08-30,698.0
1976-08-31,1976-08-31,698.0
1976-09-01,1976-09-01,698.0
1976-09-02,1976-09-02,698.0
1976-09-03,1976-09-03,698.0
1976-09-04,1976-09-04,698.0
1976-09-05,1976-09-05,698.0
1976-09-06,1976-09-06,696.0
1976-09-07,1976-09-07,696.0
1976-09-08,1976-09-08,696.0
1976-09-09,1976-09-09,698.0
1976-09-10,1976-09-10,698.0
1976-09-11,1976-09-11,698.0
1976-09-12,1976-09-12,698.0
1976-09-13,1976-09-13,698.0
1976-09-14,1976-09-14,698.0
1976-09-15,1976-09-15,700.0
1976-09-16,1976-09-16,700.0
1976-09-17,1976-09-17,700.0
1976-09-18,1976-09-18,700.0
1976-09-19,1976-09-19,700.0
1976-09-20,1976-09-20,700.0
1976-09-21,1976-09-21,700.0
1976-09-22,1976-09-22,702.0
1976-09-23,1976-09-23,700.0
1976-09-24,1976-09-24,700.0
1976-09-25,1976-09-25,700.0
1976-09-26,1976-09-26,700.0
1976-09-27,1976-09-27,702.0
1976-09-28,1976-09-28,702.0
1976-09-29,1976-09-29,702.0
1976-09-30,1976-09-30,702.0
1976-10-01,1976-10-01,702.0
1976-10-02,1976-10-02,702.0
1976-10-03,1976-10-03,704.0
1976-10-04,1976-10-04,706.0
1976-10-05,1976-10-05,706.0
1976-10-06,1976-10-06,706.0
1976-10-07,1976-10-07,706.0
1976-10-08,1976-10-08,706.0
1976-10-09,1976-10-09,706.0
1976-10-10,1976-10-10,706.0
1976-10-11,1976-10-11,706.0
1976-10-12,1976-10-12,706.0
1976-10-13,1976-10-13,708.0
1976-10-14,1976-10-14,708.0
1976-10-15,1976-10-15,708.0
1976-10-16,1976-10-16,708.0
1976-10-17,1976-10-17,708.0
1976-10-18,1976-10-18,708.0
1976-10-19,1976-10-19,708.0
1976-10-20,1976-10-20,708.0
1976-10-21,1976-10-21,708.0
1976-10-22,1976-10-22,708.0
1976-10-23,1976-10-23,708.0
1976-10-24,1976-10-24,708.0
1976-10-25,1976-10-25,708.0
1976-10-26,1976-10-26,710.0
1976-10-27,1976-10-27,708.0
1976-10-28,1976-10-28,708.0
1976-10-29,1976-10-29,706.0
1976-10-30,1976-10-30,708.0
1976-10-31,1976-10-31,706.0
1976-11-01,1976-11-01,706.0
1976-11-02,1976-11-02,706.0
1976-11-03,1976-11-03,706.0
1976-11-04,1976-11-04,706.0
1976-11-05,1976-11-05,706.0
1976-11-06,1976-11-06,706.0
1976-11-07,1976-11-07,706.0
1976-11-08,1976-11-08,706.0
1976-11-09,1976-11-09,704.0
1976-11-10,1976-11-10,706.0
1976-11-11,1976-11-11,706.0
1976-11-12,1976-11-12,706.0
1976-11-13,1976-11-13,706.0
1976-11-14,1976-11-14,706.0
1976-11-15,1976-11-15,706.0
1976-11-16,1976-11-16,706.0
1976-11-17,1976-11-17,706.0
1976-11-18,1976-11-18,706.0
1976-11-19,1976-11-19,706.0
1976-11-20,1976-11-20,704.0
1976-11-21,1976-11-21,704.0
1976-11-22,1976-11-22,704.0
1976-11-23,1976-11-23,704.0
1976-11-24,1976-11-24,704.0
1976-11-25,1976-11-25,704.0
1976-11-26,1976-11-26,704.0
1976-11-27,1976-11-27,702.0
1976-11-28,1976-11-28,702.0
1976-11-29,1976-11-29,702.0
1976-11-30,1976-11-30,702.0
1976-12-01,1976-12-01,702.0
1976-12-02,1976-12-02,702.0
1976-12-03,1976-12-03,702.0
1976-12-04,1976-12-04,702.0
1976-12-05,1976-12-05,700.0
1976-12-06,1976-12-06,700.0
1976-12-07,1976-12-07,700.0
1976-12-08,1976-12-08,700.0
1976-12-09,1976-12-09,700.0
1976-12-10,1976-12-10,700.0
1976-12-11,1976-12-11,702.0
1976-12-12,1976-12-12,698.0
1976-12-13,1976-12-13,698.0
1976-12-14,1976-12-14,698.0
1976-12-15,1976-12-15,698.0
1976-12-16,1976-12-16,698.0
1976-12-17,1976-12-17,698.0
1976-12-18,1976-12-18,698.0
1976-12-19,1976-12-19,698.0
1976-12-20,1976-12-20,698.0
1976-12-21,1976-12-21,698.0
1976-12-22,1976-12-22,696.0
1976-12-23,1976-12-23,696.0
1976-12-24,1976-12-24,696.0
1976-12-25,1976-12-25,694.0
1976-12-26,1976-12-26,694.0
1976-12-27,1976-12-27,694.0
1976-12-28,1976-12-28,694.0
1976-12-29,1976-12-29,694.0
1976-12-30,1976-12-30,694.0
1976-12-31,1976-12-31,694.0
1977-01-01,1977-01-01,692.0
1977-01-02,1977-01-02,692.0
1977-01-03,1977-01-03,692.0
1977-01-04,1977-01-04,692.0
1977-01-05,1977-01-05,692.0
1977-01-06,1977-01-06,692.0
1977-01-07,1977-01-07,692.0
1977-01-08,1977-01-08,692.0
1977-01-09,1977-01-09,692.0
1977-01-10,1977-01-10,690.0
1977-01-11,1977-01-11,690.0
1977-01-12,1977-01-12,690.0
1977-01-13,1977-01-13,690.0
1977-01-14,1977-01-14,690.0
1977-01-15,1977-01-15,690.0
1977-01-16,1977-01-16,690.0
1977-01-17,1977-01-17,690.0
1977-01-18,1977-01-18,690.0
1977-01-19,1977-01-19,688.0
1977-01-20,1977-01-20,688.0
1977-01-21,1977-01-21,688.0
1977-01-22,1977-01-22,688.0
1977-01-23,1977-01-23,690.0
1977-01-24,1977-01-24,686.0
1977-01-25,1977-01-25,686.0
1977-01-26,1977-01-26,688.0
1977-01-27,1977-01-27,688.0
1977-01-28,1977-01-28,688.0
1977-01-29,1977-01-29,686.0
1977-01-30,1977-01-30,688.0
1977-01-31,1977-01-31,688.0
1977-02-01,1977-02-01,688.0
1977-02-02,1977-02-02,688.0
1977-02-03,1977-02-03,688.0
1977-02-04,1977-02-04,688.0
1977-02-05,1977-02-05,688.0
1977-02-06,1977-02-06,688.0
1977-02-07,1977-02-07,688.0
1977-02-08,1977-02-08,690.0
1977-02-09,1977-02-09,688.0
1977-02-10,1977-02-10,688.0
1977-02-11,1977-02-11,690.0
1977-02-12,1977-02-12,688.0
1977-02-13,1977-02-13,688.0
1977-02-14,1977-02-14,692.0
1977-02-15,1977-02-15,692.0
1977-02-16,1977-02-16,692.0
1977-02-17,1977-02-17,690.0
1977-02-18,1977-02-18,692.0
1977-02-19,1977-02-19,692.0
1977-02-20,1977-02-20,692.0
1977-02-21,1977-02-21,692.0
1977-02-22,1977-02-22,694.0
1977-02-23,1977-02-23,696.0
1977-02-24,1977-02-24,696.0
1977-02-25,1977-02-25,696.0
1977-02-26,1977-02-26,696.0
1977-02-27,1977-02-27,696.0
1977-02-28,1977-02-28,696.0
1977-03-01,1977-03-01,696.0
1977-03-02,1977-03-02,696.0
1977-03-03,1977-03-03,696.0
1977-03-04,1977-03-04,696.0
1977-03-05,1977-03-05,698.0
1977-03-06,1977-03-06,698.0
1977-03-07,1977-03-07,698.0
1977-03-08,1977-03-08,698.0
1977-03-09,1977-03-09,698.0
1977-03-10,1977-03-10,698.0
1977-03-11,1977-03-11,696.0
1977-03-12,1977-03-12,696.0
1977-03-13,1977-03-13,698.0
1977-03-14,1977-03-14,698.0
1977-03-15,1977-03-15,698.0
1977-03-16,1977-03-16,698.0
1977-03-17,1977-03-17,698.0
1977-03-18,1977-03-18,696.0
1977-03-19,1977-03-19,696.0
1977-03-20,1977-03-20,696.0
1977-03-21,1977-03-21,696.0
1977-03-22,1977-03-22,696.0
1977-03-23,1977-03-23,696.0
1977-03-24,1977-03-24,696.0
1977-03-25,1977-03-25,696.0
1977-03-26,1977-03-26,696.0
1977-03-27,1977-03-27,696.0
1977-03-28,1977-03-28,696.0
1977-03-29,1977-03-29,696.0
1977-03-30,1977-03-30,696.0
1977-03-31,1977-03-31,696.0
1977-04-01,1977-04-01,698.0
1977-04-02,1977-04-02,696.0
1977-04-03,1977-04-03,696.0
1977-04-04,1977-04-04,696.0
1977-04-05,1977-04-05,696.0
1977-04-06,1977-04-06,696.0
1977-04-07,1977-04-07,696.0
1977-04-08,1977-04-08,698.0
1977-04-09,1977-04-09,698.0
1977-04-10,1977-04-10,698.0
1977-04-11,1977-04-11,698.0
1977-04-12,1977-04-12,700.0
1977-04-13,1977-04-13,700.0
1977-04-14,1977-04-14,700.0
1977-04-15,1977-04-15,700.0
1977-04-16,1977-04-16,702.0
1977-04-17,1977-04-17,702.0
1977-04-18,1977-04-18,702.0
1977-04-19,1977-04-19,702.0
1977-04-20,1977-04-20,704.0
1977-04-21,1977-04-21,704.0
1977-04-22,1977-04-22,704.0
1977-04-23,1977-04-23,704.0
1977-04-24,1977-04-24,706.0
1977-04-25,1977-04-25,708.0
1977-04-26,1977-04-26,708.0
1977-04-27,1977-04-27,708.0
1977-04-28,1977-04-28,708.0
1977-04-29,1977-04-29,708.0
1977-04-30,1977-04-30,710.0
1977-05-01,1977-05-01,710.0
1977-05-02,1977-05-02,714.0
1977-05-03,1977-05-03,714.0
1977-05-04,1977-05-04,714.0
1977-05-05,1977-05-05,714.0
1977-05-06,1977-05-06,716.0
1977-05-07,1977-05-07,718.0
1977-05-08,1977-05-08,718.0
1977-05-09,1977-05-09,718.0
1977-05-10,1977-05-10,720.0
1977-05-11,1977-05-11,722.0
1977-05-12,1977-05-12,720.0
1977-05-13,1977-05-13,720.0
1977-05-14,1977-05-14,722.0
1977-05-15,1977-05-15,722.0
1977-05-16,1977-05-16,722.0
1977-05-17,1977-05-17,724.0
1977-05-18,1977-05-18,724.0
1977-05-19,1977-05-19,726.0
1977-05-20,1977-05-20,726.0
1977-05-21,1977-05-21,728.0
1977-05-22,1977-05-22,728.0
1977-05-23,1977-05-23,728.0
1977-05-24,1977-05-24,730.0
1977-05-25,1977-05-25,732.0
1977-05-26,1977-05-26,734.0
1977-05-27,1977-05-27,734.0
1977-05-28,1977-05-28,734.0
1977-05-29,1977-05-29,734.0
1977-05-30,1977-05-30,736.0
1977-05-31,1977-05-31,736.0
1977-06-01,1977-06-01,738.0
1977-06-02,1977-06-02,738.0
1977-06-03,1977-06-03,740.0
1977-06-04,1977-06-04,740.0
1977-06-05,1977-06-05,740.0
1977-06-06,1977-06-06,742.0
1977-06-07,1977-06-07,742.0
1977-06-08,1977-06-08,742.0
1977-06-09,1977-06-09,742.0
1977-06-10,1977-06-10,744.0
1977-06-11,1977-06-11,744.0
1977-06-12,1977-06-12,744.0
1977-06-13,1977-06-13,746.0
1977-06-14,1977-06-14,746.0
1977-06-15,1977-06-15,746.0
1977-06-16,1977-06-16,746.0
1977-06-17,1977-06-17,746.0
1977-06-18,1977-06-18,746.0
1977-06-19,1977-06-19,748.0
1977-06-20,1977-06-20,748.0
1977-06-21,1977-06-21,748.0
1977-06-22,1977-06-22,748.0
1977-06-23,1977-06-23,748.0
1977-06-24,1977-06-24,750.0
1977-06-25,1977-06-25,750.0
1977-06-26,1977-06-26,750.0
1977-06-27,1977-06-27,750.0
1977-06-28,1977-06-28,752.0
1977-06-29,1977-06-29,752.0
1977-06-30,1977-06-30,754.0
1977-07-01,1977-07-01,754.0
1977-07-02,1977-07-02,754.0
1977-07-03,1977-07-03,754.0
1977-07-04,1977-07-04,754.0
1977-07-05,1977-07-05,756.0
1977-07-06,1977-07-06,756.0
1977-07-07,1977-07-07,758.0
1977-07-08,1977-07-08,758.0
1977-07-09,1977-07-09,758.0
1977-07-10,1977-07-10,758.0
1977-07-11,1977-07-11,758.0
1977-07-12,1977-07-12,760.0
1977-07-13,1977-07-13,760.0
1977-07-14,1977-07-14,758.0
1977-07-15,1977-07-15,762.0
1977-07-16,1977-07-16,762.0
1977-07-17,1977-07-17,762.0
1977-07-18,1977-07-18,762.0
1977-07-19,1977-07-19,762.0
1977-07-20,1977-07-20,762.0
1977-07-21,1977-07-21,764.0
1977-07-22,1977-07-22,764.0
1977-07-23,1977-07-23,764.0
1977-07-24,1977-07-24,764.0
1977-07-25,1977-07-25,764.0
1977-07-26,1977-07-26,764.0
1977-07-27,1977-07-27,764.0
1977-07-28,1977-07-28,766.0
1977-07-29,1977-07-29,764.0
1977-07-30,1977-07-30,762.0
1977-07-31,1977-07-31,762.0
1977-08-01,1977-08-01,762.0
1977-08-02,1977-08-02,762.0
1977-08-03,1977-08-03,762.0
1977-08-04,1977-08-04,762.0
1977-08-05,1977-08-05,762.0
1977-08-06,1977-08-06,762.0
1977-08-07,1977-08-07,762.0
1977-08-08,1977-08-08,762.0
1977-08-09,1977-08-09,762.0
1977-08-10,1977-08-10,762.0
1977-08-11,1977-08-11,762.0
1977-08-12,1977-08-12,762.0
1977-08-13,1977-08-13,762.0
1977-08-14,1977-08-14,764.0
1977-08-15,1977-08-15,764.0
1977-08-16,1977-08-16,764.0
1977-08-17,1977-08-17,766.0
1977-08-18,1977-08-18,764.0
1977-08-19,1977-08-19,766.0
1977-08-20,1977-08-20,768.0
1977-08-21,1977-08-21,768.0
1977-08-22,1977-08-22,770.0
1977-08-23,1977-08-23,770.0
1977-08-24,1977-08-24,770.0
1977-08-25,1977-08-25,770.0
1977-08-26,1977-08-26,772.0
1977-08-27,1977-08-27,772.0
1977-08-28,1977-08-28,774.0
1977-08-29,1977-08-29,774.0
1977-08-30,1977-08-30,774.0
1977-08-31,1977-08-31,774.0
1977-09-01,1977-09-01,774.0
1977-09-02,1977-09-02,776.0
1977-09-03,1977-09-03,776.0
1977-09-04,1977-09-04,778.0
1977-09-05,1977-09-05,778.0
1977-09-06,1977-09-06,778.0
1977-09-07,1977-09-07,780.0
1977-09-08,1977-09-08,780.0
1977-09-09,1977-09-09,782.0
1977-09-10,1977-09-10,784.0
1977-09-11,1977-09-11,784.0
1977-09-12,1977-09-12,786.0
1977-09-13,1977-09-13,786.0
1977-09-14,1977-09-14,786.0
1977-09-15,1977-09-15,788.0
1977-09-16,1977-09-16,790.0
1977-09-17,1977-09-17,790.0
1977-09-18,1977-09-18,792.0
1977-09-19,1977-09-19,792.0
1977-09-20,1977-09-20,794.0
1977-09-21,1977-09-21,796.0
1977-09-22,1977-09-22,796.0
1977-09-23,1977-09-23,796.0
1977-09-24,1977-09-24,798.0
